File_name	Sample_ID	Program	Sub-program	Lab	Species	Modality	Technique	Subspecimen_type	Data_type	File_type	Access	Checksum	Anatomical_site	Counts_pipeline	Read_aligner	Genome_build	Gene_set_release	BCDC_Project	BCDC_collection	CA_usage	CA_IC_id	CA_donor	CA_tissue_provider	Contact_email	Aspera_user	Aspera_dir	Validated_nemo_dir	component_identifier	Nemo_checksum	Nemo_file_name	Released_URL	Identifier
NW_TX0023-9_S01_L003_R1_001.fastq.gz	M1TX_191106_101_A01	biccn	U01_lein	lein	rhesus_macaque	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	3289f6b21d06a2b82ac27a2051759080	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_rhesus					timd@alleninstitute.org	timdol.aibs	arIbOAV	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rhesus_macaque/raw	nemo:sqc-315640v	3289f6b21d06a2b82ac27a2051759080	NW_TX0023-9_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rhesus_macaque/raw/NW_TX0023-9_S01_L003-001.fastq.tar	nemo:seq-cjh7n0z
NW_TX0023-10_S01_L003_R1_001.fastq.gz	M1TX_191106_101_B01	biccn	U01_lein	lein	rhesus_macaque	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	86cec3bc7617808b8512c1ee5eea3798	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_rhesus					timd@alleninstitute.org	timdol.aibs	arIbOAV	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rhesus_macaque/raw	nemo:sqc-5toht7b	86cec3bc7617808b8512c1ee5eea3798	NW_TX0023-10_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rhesus_macaque/raw/NW_TX0023-10_S01_L003-001.fastq.tar	nemo:seq-87rhygi
NW_TX0023-13_S01_L003_R1_001.fastq.gz	M1TX_191106_103_C01	biccn	U01_lein	lein	rhesus_macaque	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	194e8de573a7b357e77e41e08aee8e58	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_rhesus					timd@alleninstitute.org	timdol.aibs	arIbOAV	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rhesus_macaque/raw	nemo:sqc-wsoyv80	194e8de573a7b357e77e41e08aee8e58	NW_TX0023-13_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rhesus_macaque/raw/NW_TX0023-13_S01_L003-001.fastq.tar	nemo:seq-hv1fsr4
NW_TX0023-14_S01_L003_R1_001.fastq.gz	M1TX_191106_103_D01	biccn	U01_lein	lein	rhesus_macaque	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	8dc1ef3cfc4264bfbc923fe62b97384f	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_rhesus					timd@alleninstitute.org	timdol.aibs	arIbOAV	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rhesus_macaque/raw	nemo:sqc-90k3xzm	8dc1ef3cfc4264bfbc923fe62b97384f	NW_TX0023-14_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rhesus_macaque/raw/NW_TX0023-14_S01_L003-001.fastq.tar	nemo:seq-casii5s
NW_TX0024-2_S01_L003_R1_001.fastq.gz	M1TX_191106_102_E01	biccn	U01_lein	lein	rhesus_macaque	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	a3ca57edd2e9274a3338a76da8c66143	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_rhesus					timd@alleninstitute.org	timdol.aibs	arIbOAV	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rhesus_macaque/raw	nemo:sqc-3kmvhdi	a3ca57edd2e9274a3338a76da8c66143	NW_TX0024-2_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rhesus_macaque/raw/NW_TX0024-2_S01_L003-001.fastq.tar	nemo:seq-vszod32
NW_TX0024-3_S01_L003_R1_001.fastq.gz	M1TX_191106_102_F01	biccn	U01_lein	lein	rhesus_macaque	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	527d7a0f13f9f7a047cc6846eeef1f6a	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_rhesus					timd@alleninstitute.org	timdol.aibs	arIbOAV	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rhesus_macaque/raw	nemo:sqc-xfmgj98	527d7a0f13f9f7a047cc6846eeef1f6a	NW_TX0024-3_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rhesus_macaque/raw/NW_TX0024-3_S01_L003-001.fastq.tar	nemo:seq-zv5vpvn
NW_TX0024-4_S01_L003_R1_001.fastq.gz	M1TX_191106_107_G01	biccn	U01_lein	lein	rhesus_macaque	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	063c7c5fea88f068a233de81a1e53791	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_rhesus					timd@alleninstitute.org	timdol.aibs	arIbOAV	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rhesus_macaque/raw	nemo:sqc-nuku49n	063c7c5fea88f068a233de81a1e53791	NW_TX0024-4_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rhesus_macaque/raw/NW_TX0024-4_S01_L003-001.fastq.tar	nemo:seq-wbecf4t
NW_TX0024-5_S01_L003_R1_001.fastq.gz	M1TX_191106_107_H01	biccn	U01_lein	lein	rhesus_macaque	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	96a91b0ce80350e5b57e8a5106db65ad	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_rhesus					timd@alleninstitute.org	timdol.aibs	arIbOAV	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rhesus_macaque/raw	nemo:sqc-9xibbzb	96a91b0ce80350e5b57e8a5106db65ad	NW_TX0024-5_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rhesus_macaque/raw/NW_TX0024-5_S01_L003-001.fastq.tar	nemo:seq-0ncwidb
NW_TX0023-7_S01_L003_R2_001.fastq.gz	M1TX_191118_101_A01	biccn	U01_lein	lein	rhesus_macaque	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	67191b1f39671658ed7a2179e488dda3	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_rhesus					timd@alleninstitute.org	timdol.aibs	arIbOAV	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rhesus_macaque/raw	nemo:sqc-bbjqr9a	67191b1f39671658ed7a2179e488dda3	NW_TX0023-7_S01_L003_R2_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rhesus_macaque/raw/NW_TX0023-7_S01_L003-001.fastq.tar	nemo:seq-x5yhuu6
NW_TX0023-8_S01_L003_R2_001.fastq.gz	M1TX_191118_101_B01	biccn	U01_lein	lein	rhesus_macaque	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	61339e6f88de0edfd3ae1b822596c720	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_rhesus					timd@alleninstitute.org	timdol.aibs	arIbOAV	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rhesus_macaque/raw	nemo:sqc-wi3a3ej	61339e6f88de0edfd3ae1b822596c720	NW_TX0023-8_S01_L003_R2_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rhesus_macaque/raw/NW_TX0023-8_S01_L003-001.fastq.tar	nemo:seq-uky3nwy
NW_TX0023-11_S01_L003_R2_001.fastq.gz	M1TX_191118_103_E01	biccn	U01_lein	lein	rhesus_macaque	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	aedb17d4f84bb0a09c3b9d8fed26e0de	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_rhesus					timd@alleninstitute.org	timdol.aibs	arIbOAV	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rhesus_macaque/raw	nemo:sqc-2drxi5x	aedb17d4f84bb0a09c3b9d8fed26e0de	NW_TX0023-11_S01_L003_R2_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rhesus_macaque/raw/NW_TX0023-11_S01_L003-001.fastq.tar	nemo:seq-0sae7gy
NW_TX0023-12_S01_L003_R2_001.fastq.gz	M1TX_191118_103_F01	biccn	U01_lein	lein	rhesus_macaque	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	a6e0f725a661617d2bc4de098eddb678	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_rhesus					timd@alleninstitute.org	timdol.aibs	arIbOAV	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rhesus_macaque/raw	nemo:sqc-fnc47rx	a6e0f725a661617d2bc4de098eddb678	NW_TX0023-12_S01_L003_R2_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rhesus_macaque/raw/NW_TX0023-12_S01_L003-001.fastq.tar	nemo:seq-88ir53e
NW_TX0023-9_S01_L003_R2_001.fastq.gz	M1TX_191106_101_A01	biccn	U01_lein	lein	rhesus_macaque	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	0c00b5ada32c6ecb4b6da2dd9db11e45	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_rhesus					timd@alleninstitute.org	timdol.aibs	arIbOAV	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rhesus_macaque/raw	nemo:sqc-d607fyb	0c00b5ada32c6ecb4b6da2dd9db11e45	NW_TX0023-9_S01_L003_R2_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rhesus_macaque/raw/NW_TX0023-9_S01_L003-001.fastq.tar	nemo:seq-cjh7n0z
NW_TX0023-10_S01_L003_R2_001.fastq.gz	M1TX_191106_101_B01	biccn	U01_lein	lein	rhesus_macaque	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	6b8b4ba992ea9aefde542a916c190cb5	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_rhesus					timd@alleninstitute.org	timdol.aibs	arIbOAV	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rhesus_macaque/raw	nemo:sqc-9aejqj6	6b8b4ba992ea9aefde542a916c190cb5	NW_TX0023-10_S01_L003_R2_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rhesus_macaque/raw/NW_TX0023-10_S01_L003-001.fastq.tar	nemo:seq-87rhygi
NW_TX0023-13_S01_L003_R2_001.fastq.gz	M1TX_191106_103_C01	biccn	U01_lein	lein	rhesus_macaque	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	d5880e2a7e76a842cc108870652c11d3	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_rhesus					timd@alleninstitute.org	timdol.aibs	arIbOAV	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rhesus_macaque/raw	nemo:sqc-92buok1	d5880e2a7e76a842cc108870652c11d3	NW_TX0023-13_S01_L003_R2_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rhesus_macaque/raw/NW_TX0023-13_S01_L003-001.fastq.tar	nemo:seq-hv1fsr4
NW_TX0023-14_S01_L003_R2_001.fastq.gz	M1TX_191106_103_D01	biccn	U01_lein	lein	rhesus_macaque	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	aea56c94451892f3e7a21aff1a7f0f97	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_rhesus					timd@alleninstitute.org	timdol.aibs	arIbOAV	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rhesus_macaque/raw	nemo:sqc-vk2a72b	aea56c94451892f3e7a21aff1a7f0f97	NW_TX0023-14_S01_L003_R2_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rhesus_macaque/raw/NW_TX0023-14_S01_L003-001.fastq.tar	nemo:seq-casii5s
NW_TX0024-2_S01_L003_R2_001.fastq.gz	M1TX_191106_102_E01	biccn	U01_lein	lein	rhesus_macaque	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	cbf66c86d710b8f38696ecb8006210f8	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_rhesus					timd@alleninstitute.org	timdol.aibs	arIbOAV	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rhesus_macaque/raw	nemo:sqc-5ksry5d	cbf66c86d710b8f38696ecb8006210f8	NW_TX0024-2_S01_L003_R2_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/rhesus_macaque/raw/NW_TX0024-2_S01_L003-001.fastq.tar	nemo:seq-vszod32
