File_name	Sample_ID	Program	Sub-program	Lab	Species	Modality	Technique	Subspecimen_type	Data_type	File_type	Access	Checksum	Anatomical_site	Counts_pipeline	Read_aligner	Genome_build	Gene_set_release	BCDC_Project	BCDC_collection	CA_usage	CA_IC_id	CA_donor	CA_tissue_provider	Contact_email	Aspera_user	Aspera_dir	Validated_nemo_dir	component_identifier	Nemo_checksum	Nemo_file_name	Released_URL	Identifier
NW_TX0030-1_S01_L003_I1_001.fastq.gz	L8TX_200107_01_H09	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	aec3ed23c95154ba4726a50d20d05ea6	DLPFC					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_DLPFC		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-cbeb0v9	aec3ed23c95154ba4726a50d20d05ea6	NW_TX0030-1_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0030-1_S01_L003-001.fastq.tar	nemo:seq-1asu376
NW_TX0030-2_S01_L003_I1_001.fastq.gz	L8TX_200107_01_A10	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	237fc530ed1eb1c470f7f96b2187dbea	DLPFC					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_DLPFC		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-36qj17x	237fc530ed1eb1c470f7f96b2187dbea	NW_TX0030-2_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0030-2_S01_L003-001.fastq.tar	nemo:seq-j9c5qej
NW_TX0030-8_S01_L003_I1_001.fastq.gz	L8TX_200114_01_B11	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	8eba220ddea92346d7806c3b7e311ddb	DLPFC					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_DLPFC		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-v47ys7q	8eba220ddea92346d7806c3b7e311ddb	NW_TX0030-8_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0030-8_S01_L003-001.fastq.tar	nemo:seq-vfype83
NW_TX0028-2_S01_L003_I1_001.fastq.gz	L8TX_191217_01_G03	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	61a0163d39f5a44a672fc10d11e60d3c	DLPFC_L5					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_DLPFC		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-i4jfbv0	61a0163d39f5a44a672fc10d11e60d3c	NW_TX0028-2_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0028-2_S01_L003-001.fastq.tar	nemo:seq-ea1cjms
NW_TX0019-1_S01_L003_I1_001.fastq.gz	L8TX_191003_01_E03	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	cef64eaaa6bbc677656f1e2cb2f5878a	MTG_L5					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_MTG		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-bgj4s3q	cef64eaaa6bbc677656f1e2cb2f5878a	NW_TX0019-1_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0019-1_S01_L003-001.fastq.tar	nemo:seq-e410190
NW_TX0030-6_S01_L003_I1_001.fastq.gz	L8TX_200107_01_H10	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	8f24c72cadfbf9cbbe81cacac16a911c	S1C					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_S1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-9fca1ob	8f24c72cadfbf9cbbe81cacac16a911c	NW_TX0030-6_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0030-6_S01_L003-001.fastq.tar	nemo:seq-5sokxi8
NW_TX0030-7_S01_L003_I1_001.fastq.gz	L8TX_200107_01_A11	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	2e85dfb86ddbc7fe94a61a7b5a736c4c	S1C					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_S1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-26q7o2v	2e85dfb86ddbc7fe94a61a7b5a736c4c	NW_TX0030-7_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0030-7_S01_L003-001.fastq.tar	nemo:seq-162kjng
NW_TX0030-11_S01_L003_I1_001.fastq.gz	L8TX_200114_01_E11	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	359358d08b6d0a890b0e63621781a6a5	S1C					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_S1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-t4fjz31	359358d08b6d0a890b0e63621781a6a5	NW_TX0030-11_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0030-11_S01_L003-001.fastq.tar	nemo:seq-ht1fve2
NW_TX0030-12_S01_L003_I1_001.fastq.gz	L8TX_200114_01_F11	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	850cf59ca152241553df01087af40550	S1C					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_S1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-uqhvkv3	850cf59ca152241553df01087af40550	NW_TX0030-12_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0030-12_S01_L003-001.fastq.tar	nemo:seq-vwnc2vq
NW_TX0029-15_S01_L003_I1_001.fastq.gz	L8TX_200106_01_A08	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	968b384711ed593ddd6d2f3dfe3cbd30	S1C_L5					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_S1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-5hrok04	968b384711ed593ddd6d2f3dfe3cbd30	NW_TX0029-15_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0029-15_S01_L003-001.fastq.tar	nemo:seq-vav16ih
NW_TX0022-8_S01_L003_I1_001.fastq.gz	L8TX_191029_01_H06	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	2e802b45a729720997ea2d601412de0a	S1C_L5					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_S1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-ada9h11	2e802b45a729720997ea2d601412de0a	NW_TX0022-8_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0022-8_S01_L003-001.fastq.tar	nemo:seq-77c2f65
NW_TX0030-3_S01_L003_I1_001.fastq.gz	L8TX_200107_01_C10	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	35595bde3052c4cb0e621a0e00c82f5c	V1C					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_V1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-7s3jbka	35595bde3052c4cb0e621a0e00c82f5c	NW_TX0030-3_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0030-3_S01_L003-001.fastq.tar	nemo:seq-rmg25fs
NW_TX0030-4_S01_L003_I1_001.fastq.gz	L8TX_200107_01_D10	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	94f3ef38e391e29b8c5ba3d993a8b1ed	V1C					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_V1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-oghgnxv	94f3ef38e391e29b8c5ba3d993a8b1ed	NW_TX0030-4_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0030-4_S01_L003-001.fastq.tar	nemo:seq-eg7uim2
NW_TX0030-5_S01_L003_I1_001.fastq.gz	L8TX_200107_01_E10	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	fed5e4bb105b8465e004eb8d9ede2045	V1C					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_V1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-jaseypj	fed5e4bb105b8465e004eb8d9ede2045	NW_TX0030-5_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0030-5_S01_L003-001.fastq.tar	nemo:seq-sci1m2k
NW_TX0030-13_S01_L003_I1_001.fastq.gz	L8TX_200114_01_G11	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	c501423af7c6ce50c428e2a431ced12d	V1C					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_V1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-d0j7cep	c501423af7c6ce50c428e2a431ced12d	NW_TX0030-13_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0030-13_S01_L003-001.fastq.tar	nemo:seq-7j9pb7q
NW_TX0019-5_S01_L003_I1_001.fastq.gz	L8TX_191003_01_B04	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	8c0745b19ff78e2ea8f49a5623d97ccc	V1C_L5					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_V1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-gbsfha7	8c0745b19ff78e2ea8f49a5623d97ccc	NW_TX0019-5_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0019-5_S01_L003-001.fastq.tar	nemo:seq-sbq5sm9
NW_TX0019-6_S01_L003_I1_001.fastq.gz	L8TX_191003_01_C04	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	26d682c839ff64145add2818b23e4720	V1C_L5					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_V1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-nbu6w47	26d682c839ff64145add2818b23e4720	NW_TX0019-6_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0019-6_S01_L003-001.fastq.tar	nemo:seq-ymdu2hb
NW_TX0029-13_S01_L003_I1_001.fastq.gz	L8TX_200107_01_F10	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	5f9b851b54fc33d419359e043551721b	V1C_L5					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_V1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-ics7ukm	5f9b851b54fc33d419359e043551721b	NW_TX0029-13_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0029-13_S01_L003-001.fastq.tar	nemo:seq-uh2aiwp
NW_TX0022-14_S01_L003_I1_001.fastq.gz	L8TX_191105_01_B09	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	86498f41bc6ca58addde7d7709ec9b12	V1C_L5					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_V1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H18.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-otoaf2q	86498f41bc6ca58addde7d7709ec9b12	NW_TX0022-14_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0022-14_S01_L003-001.fastq.tar	nemo:seq-5iu37ur
NW_TX0038-7_S01_L003_I1_001.fastq.gz	L8TX_200306_01_A12	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	36e1b29875ff4e89d6006a34a2352d68	A1C					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_A1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.001	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-ssovwm0	36e1b29875ff4e89d6006a34a2352d68	NW_TX0038-7_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0038-7_S01_L003-001.fastq.tar	nemo:seq-meok6q0
NW_TX0038-12_S01_L003_I1_001.fastq.gz	L8TX_200306_01_E12	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	d5ec0af991c9279ed157d2a3a87bd96e	A1C					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_A1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.001	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-icef6x5	d5ec0af991c9279ed157d2a3a87bd96e	NW_TX0038-12_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0038-12_S01_L003-001.fastq.tar	nemo:seq-vcqgg1e
