File_name	Sample_ID	Program	Sub-program	Lab	Species	Modality	Technique	Subspecimen_type	Data_type	File_type	Access	Checksum	Anatomical_site	Counts_pipeline	Read_aligner	Genome_build	Gene_set_release	BCDC_Project	BCDC_collection	CA_usage	CA_IC_id	CA_donor	CA_tissue_provider	Contact_email	Aspera_user	Aspera_dir	Validated_nemo_dir	component_identifier	Nemo_checksum	Nemo_file_name	Released_URL	Identifier
NW_TX0020-13_S01_L003_I1_001.fastq.gz	M2TX_190718_203_H01	biccn	U01_lein	lein	chimpanzee	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	d252564a64fd37a581188fa5c2590426	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_chimpanzee					timd@alleninstitute.org	timdol.aibs	NLdDVtA	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw	nemo:sqc-5xaress	d252564a64fd37a581188fa5c2590426	NW_TX0020-13_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw/NW_TX0020-13_S01_L003-001.fastq.tar	nemo:seq-t1cicke
NW_TX0027-6_S01_L003_I1_001.fastq.gz	M2TX_191122_202_A01	biccn	U01_lein	lein	chimpanzee	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	926d651e56f9c30dfe0dfc7a3180d039	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_chimpanzee					timd@alleninstitute.org	timdol.aibs	NLdDVtA	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw	nemo:sqc-b6zru5k	926d651e56f9c30dfe0dfc7a3180d039	NW_TX0027-6_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw/NW_TX0027-6_S01_L003-001.fastq.tar	nemo:seq-zwfiiv1
NW_TX0027-7_S01_L003_I1_001.fastq.gz	M2TX_191122_202_B01	biccn	U01_lein	lein	chimpanzee	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	aa977fa4c7fbc86250ec84e909b6cc70	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_chimpanzee					timd@alleninstitute.org	timdol.aibs	NLdDVtA	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw	nemo:sqc-fdup1sg	aa977fa4c7fbc86250ec84e909b6cc70	NW_TX0027-7_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw/NW_TX0027-7_S01_L003-001.fastq.tar	nemo:seq-snurz2r
NW_TX0027-8_S01_L003_I1_001.fastq.gz	M2TX_191122_203_C01	biccn	U01_lein	lein	chimpanzee	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	c9204f3f28dc46e92351a48fd7642a15	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_chimpanzee					timd@alleninstitute.org	timdol.aibs	NLdDVtA	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw	nemo:sqc-t58eou4	c9204f3f28dc46e92351a48fd7642a15	NW_TX0027-8_S01_L003_I1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw/NW_TX0027-8_S01_L003-001.fastq.tar	nemo:seq-rc43495
NW_TX0027-9_S01_L003_R1_001.fastq.gz	M1TX_191202_103_D01	biccn	U01_lein	lein	chimpanzee	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	070c4bca21632efc1fe0ddca1b2119dd	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_chimpanzee					timd@alleninstitute.org	timdol.aibs	NLdDVtA	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw	nemo:sqc-ariuiw3	070c4bca21632efc1fe0ddca1b2119dd	NW_TX0027-9_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw/NW_TX0027-9_S01_L003-001.fastq.tar	nemo:seq-pxiov1k
NW_TX0028-1_S01_L003_R1_001.fastq.gz	M1TX_191202_103_E01	biccn	U01_lein	lein	chimpanzee	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	6fc42a0eb4831b5f375998121d056379	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_chimpanzee					timd@alleninstitute.org	timdol.aibs	NLdDVtA	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw	nemo:sqc-n9mii1v	6fc42a0eb4831b5f375998121d056379	NW_TX0028-1_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw/NW_TX0028-1_S01_L003-001.fastq.tar	nemo:seq-ys33fnq
NW_TX0020-6_S01_L003_R1_001.fastq.gz	M2TX_190708_201_A01	biccn	U01_lein	lein	chimpanzee	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	b74deee2911e9d7fcb75995158fabef4	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_chimpanzee					timd@alleninstitute.org	timdol.aibs	NLdDVtA	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw	nemo:sqc-kmu7u9v	b74deee2911e9d7fcb75995158fabef4	NW_TX0020-6_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw/NW_TX0020-6_S01_L003-001.fastq.tar	nemo:seq-t8ebi1g
NW_TX0025-12_S01_L003_R1_001.fastq.gz	M2TX_190708_202_G01	biccn	U01_lein	lein	chimpanzee	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	21f1a61c7a6d5ed93f1abd46e86e1c25	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_chimpanzee					timd@alleninstitute.org	timdol.aibs	NLdDVtA	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw	nemo:sqc-r01hzr2	21f1a61c7a6d5ed93f1abd46e86e1c25	NW_TX0025-12_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw/NW_TX0025-12_S01_L003-001.fastq.tar	nemo:seq-fbh0j5h
NW_TX0020-10_S01_L003_R1_001.fastq.gz	M2TX_190709_203_E01	biccn	U01_lein	lein	chimpanzee	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	87fac08cba64a8fe9114a1fca7760183	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_chimpanzee					timd@alleninstitute.org	timdol.aibs	NLdDVtA	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw	nemo:sqc-jjxmibb	87fac08cba64a8fe9114a1fca7760183	NW_TX0020-10_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw/NW_TX0020-10_S01_L003-001.fastq.tar	nemo:seq-edpxvjc
NW_TX0017-12_S01_L003_R1_001.fastq.gz	M2TX_190710_201_G01	biccn	U01_lein	lein	chimpanzee	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	7d8f85688cd11ca0db05693aee7bdae8	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_chimpanzee					timd@alleninstitute.org	timdol.aibs	NLdDVtA	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw	nemo:sqc-f5zftwh	7d8f85688cd11ca0db05693aee7bdae8	NW_TX0017-12_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw/NW_TX0017-12_S01_L003-001.fastq.tar	nemo:seq-sc016um
NW_TX0025-10_S01_L003_R1_001.fastq.gz	M2TX_190710_202_C01	biccn	U01_lein	lein	chimpanzee	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	506ab5d5177938908fa843515a25103c	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_chimpanzee					timd@alleninstitute.org	timdol.aibs	NLdDVtA	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw	nemo:sqc-yjvgod5	506ab5d5177938908fa843515a25103c	NW_TX0025-10_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw/NW_TX0025-10_S01_L003-001.fastq.tar	nemo:seq-p65rxqo
NW_TX0025-11_S01_L003_R1_001.fastq.gz	M2TX_190716_201_D01	biccn	U01_lein	lein	chimpanzee	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	f42ba8071ddc0d441bd01c17de5c05b0	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_chimpanzee					timd@alleninstitute.org	timdol.aibs	NLdDVtA	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw	nemo:sqc-jw1g16q	f42ba8071ddc0d441bd01c17de5c05b0	NW_TX0025-11_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw/NW_TX0025-11_S01_L003-001.fastq.tar	nemo:seq-y2soeuc
NW_TX0017-13_S01_L003_R1_001.fastq.gz	M2TX_190716_202_H01	biccn	U01_lein	lein	chimpanzee	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	ca9cbf34559f9b720ab7f1d8d44521cc	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_chimpanzee					timd@alleninstitute.org	timdol.aibs	NLdDVtA	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw	nemo:sqc-sw9mgsx	ca9cbf34559f9b720ab7f1d8d44521cc	NW_TX0017-13_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw/NW_TX0017-13_S01_L003-001.fastq.tar	nemo:seq-h797znw
NW_TX0020-7_S01_L003_R1_001.fastq.gz	M2TX_190717_203_B01	biccn	U01_lein	lein	chimpanzee	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	58dd31812a28d43b9f15f64ae6012068	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_chimpanzee					timd@alleninstitute.org	timdol.aibs	NLdDVtA	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw	nemo:sqc-pvcuwq0	58dd31812a28d43b9f15f64ae6012068	NW_TX0020-7_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw/NW_TX0020-7_S01_L003-001.fastq.tar	nemo:seq-zd2hqaf
NW_TX0020-13_S01_L003_R1_001.fastq.gz	M2TX_190718_203_H01	biccn	U01_lein	lein	chimpanzee	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	14fdc996b2d98c0bcd2b3c5d9ffb04ae	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_chimpanzee					timd@alleninstitute.org	timdol.aibs	NLdDVtA	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw	nemo:sqc-h719zq3	14fdc996b2d98c0bcd2b3c5d9ffb04ae	NW_TX0020-13_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw/NW_TX0020-13_S01_L003-001.fastq.tar	nemo:seq-t1cicke
NW_TX0027-6_S01_L003_R1_001.fastq.gz	M2TX_191122_202_A01	biccn	U01_lein	lein	chimpanzee	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	a9f377a9e45e3810593a316d39665bf9	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_chimpanzee					timd@alleninstitute.org	timdol.aibs	NLdDVtA	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw	nemo:sqc-fn3ij62	a9f377a9e45e3810593a316d39665bf9	NW_TX0027-6_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw/NW_TX0027-6_S01_L003-001.fastq.tar	nemo:seq-zwfiiv1
NW_TX0027-7_S01_L003_R1_001.fastq.gz	M2TX_191122_202_B01	biccn	U01_lein	lein	chimpanzee	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	0f0a44839d471f6a44aab228a64aad6e	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_chimpanzee					timd@alleninstitute.org	timdol.aibs	NLdDVtA	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw	nemo:sqc-xhkky3u	0f0a44839d471f6a44aab228a64aad6e	NW_TX0027-7_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw/NW_TX0027-7_S01_L003-001.fastq.tar	nemo:seq-snurz2r
NW_TX0027-8_S01_L003_R1_001.fastq.gz	M2TX_191122_203_C01	biccn	U01_lein	lein	chimpanzee	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	d6ec9dffe060a00edd07c12b0ea999ab	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_chimpanzee					timd@alleninstitute.org	timdol.aibs	NLdDVtA	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw	nemo:sqc-ap9gzdh	d6ec9dffe060a00edd07c12b0ea999ab	NW_TX0027-8_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw/NW_TX0027-8_S01_L003-001.fastq.tar	nemo:seq-rc43495
NW_TX0027-9_S01_L003_R2_001.fastq.gz	M1TX_191202_103_D01	biccn	U01_lein	lein	chimpanzee	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	2460413f92636fcc47f84f6b719236ea	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_chimpanzee					timd@alleninstitute.org	timdol.aibs	NLdDVtA	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw	nemo:sqc-tgtndr9	2460413f92636fcc47f84f6b719236ea	NW_TX0027-9_S01_L003_R2_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw/NW_TX0027-9_S01_L003-001.fastq.tar	nemo:seq-pxiov1k
NW_TX0028-1_S01_L003_R2_001.fastq.gz	M1TX_191202_103_E01	biccn	U01_lein	lein	chimpanzee	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	58f381ff4d5ed2eff10ba693585ef2ae	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_chimpanzee					timd@alleninstitute.org	timdol.aibs	NLdDVtA	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw	nemo:sqc-q4vaywu	58f381ff4d5ed2eff10ba693585ef2ae	NW_TX0028-1_S01_L003_R2_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw/NW_TX0028-1_S01_L003-001.fastq.tar	nemo:seq-ys33fnq
NW_TX0020-6_S01_L003_R2_001.fastq.gz	M2TX_190708_201_A01	biccn	U01_lein	lein	chimpanzee	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	caf49ad5f720e51585b1476b3d51349d	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_chimpanzee					timd@alleninstitute.org	timdol.aibs	NLdDVtA	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw	nemo:sqc-fy7v29m	caf49ad5f720e51585b1476b3d51349d	NW_TX0020-6_S01_L003_R2_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw/NW_TX0020-6_S01_L003-001.fastq.tar	nemo:seq-t8ebi1g
NW_TX0025-12_S01_L003_R2_001.fastq.gz	M2TX_190708_202_G01	biccn	U01_lein	lein	chimpanzee	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	94de9d7870d97897d8df6258081803d8	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_chimpanzee					timd@alleninstitute.org	timdol.aibs	NLdDVtA	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw	nemo:sqc-dk1wqhq	94de9d7870d97897d8df6258081803d8	NW_TX0025-12_S01_L003_R2_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw/NW_TX0025-12_S01_L003-001.fastq.tar	nemo:seq-fbh0j5h
NW_TX0020-10_S01_L003_R2_001.fastq.gz	M2TX_190709_203_E01	biccn	U01_lein	lein	chimpanzee	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	10a55f3eec4d8895d2c455c17e975886	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_chimpanzee					timd@alleninstitute.org	timdol.aibs	NLdDVtA	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw	nemo:sqc-2ugf4df	10a55f3eec4d8895d2c455c17e975886	NW_TX0020-10_S01_L003_R2_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/chimpanzee/raw/NW_TX0020-10_S01_L003-001.fastq.tar	nemo:seq-edpxvjc
