File_name	Sample_ID	Program	Sub-program	Lab	Species	Modality	Technique	Subspecimen_type	Data_type	File_type	Access	Checksum	Anatomical_site	Counts_pipeline	Read_aligner	Genome_build	Gene_set_release	BCDC_Project	BCDC_collection	CA_usage	CA_IC_id	CA_donor	CA_tissue_provider	Contact_email	Aspera_user	Aspera_dir	Validated_nemo_dir	component_identifier	Nemo_checksum
NW_TX0021-13_S01_L003_I1_001.fastq.gz	M2TX_191011_201_G01	biccn	U01_lein	lein	western_gorilla	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	d7f4e1e489ea79c021ac022457eae0e4	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_gorilla					timd@alleninstitute.org	timdol.aibs	SM5zKIZ	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/raw	nemo:sqc-ybmh4hc	d7f4e1e489ea79c021ac022457eae0e4
NW_TX0021-14_S01_L003_I1_001.fastq.gz	M2TX_191011_201_H01	biccn	U01_lein	lein	western_gorilla	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	07320f931a154b910cf7b3ae2d962c5b	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_gorilla					timd@alleninstitute.org	timdol.aibs	SM5zKIZ	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/raw	nemo:sqc-4ibbcyr	07320f931a154b910cf7b3ae2d962c5b
NW_TX0053-1_S01_L003_I1_001.fastq.gz	M2TX_200714_201_C01	biccn	U01_lein	lein	western_gorilla	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	cfddb7965c96f2d63194986074a87553	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_gorilla					timd@alleninstitute.org	timdol.aibs	SM5zKIZ	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/raw	nemo:sqc-u7xwmyr	cfddb7965c96f2d63194986074a87553
NW_TX0052-13_S01_L003_I1_001.fastq.gz	M2TX_200714_202_A01	biccn	U01_lein	lein	western_gorilla	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	fddbd7f818d76ace875413a7d795b17e	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_gorilla					timd@alleninstitute.org	timdol.aibs	SM5zKIZ	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/raw	nemo:sqc-70zbrht	fddbd7f818d76ace875413a7d795b17e
NW_TX0052-14_S01_L003_I1_001.fastq.gz	M2TX_200714_202_B01	biccn	U01_lein	lein	western_gorilla	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	c24d8ede62a81f86273497721d085fbe	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_gorilla					timd@alleninstitute.org	timdol.aibs	SM5zKIZ	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/raw	nemo:sqc-ngnddju	c24d8ede62a81f86273497721d085fbe
NW_TX0053-2_S01_L003_I1_001.fastq.gz	M2TX_200714_203_D01	biccn	U01_lein	lein	western_gorilla	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	c8daa97068ddaf0074d8e39d64d5ed07	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_gorilla					timd@alleninstitute.org	timdol.aibs	SM5zKIZ	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/raw	nemo:sqc-gvuhobk	c8daa97068ddaf0074d8e39d64d5ed07
NW_TX0053-3_S01_L003_I1_001.fastq.gz	M2TX_200714_203_E01	biccn	U01_lein	lein	western_gorilla	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	2d897a1512ec62b4407d6f9a114f3876	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_gorilla					timd@alleninstitute.org	timdol.aibs	SM5zKIZ	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/raw	nemo:sqc-5owfwc7	2d897a1512ec62b4407d6f9a114f3876
NW_TX0053-4_S01_L003_I1_001.fastq.gz	M2TX_200714_204_F01	biccn	U01_lein	lein	western_gorilla	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	8a4cf9585de3da402a784172b26be99a	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_gorilla					timd@alleninstitute.org	timdol.aibs	SM5zKIZ	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/raw	nemo:sqc-w17y1uk	8a4cf9585de3da402a784172b26be99a
NW_TX0017-10_S01_L003_R1_001.fastq.gz	M2TX_190611_201_E01	biccn	U01_lein	lein	western_gorilla	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	0d885808cd00fdcf94c9007688753545	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_gorilla					timd@alleninstitute.org	timdol.aibs	SM5zKIZ	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/raw	nemo:sqc-m77qu40	0d885808cd00fdcf94c9007688753545
NW_TX0020-8_S01_L003_R1_001.fastq.gz	M2TX_190611_202_C01	biccn	U01_lein	lein	western_gorilla	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	15d58fb578319adf3725744141aa6b04	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_gorilla					timd@alleninstitute.org	timdol.aibs	SM5zKIZ	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/raw	nemo:sqc-d15ndih	15d58fb578319adf3725744141aa6b04
NW_TX0020-9_S01_L003_R1_001.fastq.gz	M2TX_190611_202_D01	biccn	U01_lein	lein	western_gorilla	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	36416bf78846630db1d5edca2bfc19a5	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_gorilla					timd@alleninstitute.org	timdol.aibs	SM5zKIZ	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/raw	nemo:sqc-k87cvxd	36416bf78846630db1d5edca2bfc19a5
NW_TX0017-11_S01_L003_R1_001.fastq.gz	M2TX_190613_201_F01	biccn	U01_lein	lein	western_gorilla	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	9801c5482170a06ab3560126635d18b2	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_gorilla					timd@alleninstitute.org	timdol.aibs	SM5zKIZ	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/raw	nemo:sqc-o44bjet	9801c5482170a06ab3560126635d18b2
NW_TX0020-11_S01_L003_R1_001.fastq.gz	M2TX_190613_202_F01	biccn	U01_lein	lein	western_gorilla	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	cd7290906866e81aefc719e85dfebf3e	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_gorilla					timd@alleninstitute.org	timdol.aibs	SM5zKIZ	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/raw	nemo:sqc-onh6i6b	cd7290906866e81aefc719e85dfebf3e
NW_TX0020-12_S01_L003_R1_001.fastq.gz	M2TX_190613_202_G01	biccn	U01_lein	lein	western_gorilla	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	8147de1b417ad619b297291109a67d5b	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_gorilla					timd@alleninstitute.org	timdol.aibs	SM5zKIZ	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/raw	nemo:sqc-ykyns83	8147de1b417ad619b297291109a67d5b
NW_TX0021-9_S01_L003_R1_001.fastq.gz	M2TX_191008_201_C01	biccn	U01_lein	lein	western_gorilla	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	95126e3ec8643284eefe4e177715756e	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_gorilla					timd@alleninstitute.org	timdol.aibs	SM5zKIZ	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/raw	nemo:sqc-j6rs8h6	95126e3ec8643284eefe4e177715756e
NW_TX0021-10_S01_L003_R1_001.fastq.gz	M2TX_191008_201_D01	biccn	U01_lein	lein	western_gorilla	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	86048e4d3c5cb5ae531e935405af548d	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_gorilla					timd@alleninstitute.org	timdol.aibs	SM5zKIZ	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/raw	nemo:sqc-43iu7bp	86048e4d3c5cb5ae531e935405af548d
NW_TX0021-11_S01_L003_R1_001.fastq.gz	M2TX_191008_201_E01	biccn	U01_lein	lein	western_gorilla	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	277e13d17c5db2a4f8a0e1155c9ec304	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_gorilla					timd@alleninstitute.org	timdol.aibs	SM5zKIZ	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/raw	nemo:sqc-ar5wdiq	277e13d17c5db2a4f8a0e1155c9ec304
NW_TX0021-12_S01_L003_R1_001.fastq.gz	M2TX_191011_201_F01	biccn	U01_lein	lein	western_gorilla	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	f3e584bd3c7e61aa784c0bd10f8532df	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_gorilla					timd@alleninstitute.org	timdol.aibs	SM5zKIZ	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/raw	nemo:sqc-zawg6ey	f3e584bd3c7e61aa784c0bd10f8532df
NW_TX0021-13_S01_L003_R1_001.fastq.gz	M2TX_191011_201_G01	biccn	U01_lein	lein	western_gorilla	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	b2eb994f66577fd7ea5d8c2f212781c0	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_gorilla					timd@alleninstitute.org	timdol.aibs	SM5zKIZ	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/raw	nemo:sqc-uhitu2d	b2eb994f66577fd7ea5d8c2f212781c0
NW_TX0021-14_S01_L003_R1_001.fastq.gz	M2TX_191011_201_H01	biccn	U01_lein	lein	western_gorilla	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	04cbe5a1183fc7b61bc7e22dd0bd541c	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_gorilla					timd@alleninstitute.org	timdol.aibs	SM5zKIZ	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/raw	nemo:sqc-ysyefyh	04cbe5a1183fc7b61bc7e22dd0bd541c
NW_TX0053-1_S01_L003_R1_001.fastq.gz	M2TX_200714_201_C01	biccn	U01_lein	lein	western_gorilla	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	872bce2f9adc8981e66409c4cfd9a51a	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_gorilla					timd@alleninstitute.org	timdol.aibs	SM5zKIZ	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/raw	nemo:sqc-1snwvch	872bce2f9adc8981e66409c4cfd9a51a
NW_TX0052-13_S01_L003_R1_001.fastq.gz	M2TX_200714_202_A01	biccn	U01_lein	lein	western_gorilla	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	9567df946dada1ccd1f8f28509d64d53	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_gorilla					timd@alleninstitute.org	timdol.aibs	SM5zKIZ	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/raw	nemo:sqc-3754998	9567df946dada1ccd1f8f28509d64d53
NW_TX0052-14_S01_L003_R1_001.fastq.gz	M2TX_200714_202_B01	biccn	U01_lein	lein	western_gorilla	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	2e795a5135518f572c0328d2b73d3faf	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_gorilla					timd@alleninstitute.org	timdol.aibs	SM5zKIZ	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/raw	nemo:sqc-i4b11fz	2e795a5135518f572c0328d2b73d3faf
NW_TX0053-2_S01_L003_R1_001.fastq.gz	M2TX_200714_203_D01	biccn	U01_lein	lein	western_gorilla	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	dd13337b5c82b5db7644d258e9e0b5a2	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_gorilla					timd@alleninstitute.org	timdol.aibs	SM5zKIZ	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/raw	nemo:sqc-5mxwcho	dd13337b5c82b5db7644d258e9e0b5a2
NW_TX0053-3_S01_L003_R1_001.fastq.gz	M2TX_200714_203_E01	biccn	U01_lein	lein	western_gorilla	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	5d31f8cc7ae17956f4aa2925f7db82f3	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_gorilla					timd@alleninstitute.org	timdol.aibs	SM5zKIZ	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/raw	nemo:sqc-yonfc2f	5d31f8cc7ae17956f4aa2925f7db82f3
NW_TX0053-4_S01_L003_R1_001.fastq.gz	M2TX_200714_204_F01	biccn	U01_lein	lein	western_gorilla	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	b1a9ecf95e2d7fcd0b694112e21ee18b	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_gorilla					timd@alleninstitute.org	timdol.aibs	SM5zKIZ	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/raw	nemo:sqc-ymr20ux	b1a9ecf95e2d7fcd0b694112e21ee18b
NW_TX0017-10_S01_L003_R2_001.fastq.gz	M2TX_190611_201_E01	biccn	U01_lein	lein	western_gorilla	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	d9aac97aecbc17f4917301fa18b93e98	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_gorilla					timd@alleninstitute.org	timdol.aibs	SM5zKIZ	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/raw	nemo:sqc-0ra01wi	d9aac97aecbc17f4917301fa18b93e98
NW_TX0020-8_S01_L003_R2_001.fastq.gz	M2TX_190611_202_C01	biccn	U01_lein	lein	western_gorilla	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	2eab4cf2e850f601730818ce94c256a1	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_gorilla					timd@alleninstitute.org	timdol.aibs	SM5zKIZ	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/raw	nemo:sqc-78yob45	2eab4cf2e850f601730818ce94c256a1
NW_TX0020-9_S01_L003_R2_001.fastq.gz	M2TX_190611_202_D01	biccn	U01_lein	lein	western_gorilla	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	9fd18ab9cf79da5c7c038f2d286139ca	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_gorilla					timd@alleninstitute.org	timdol.aibs	SM5zKIZ	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/raw	nemo:sqc-7cy69sr	9fd18ab9cf79da5c7c038f2d286139ca
NW_TX0017-11_S01_L003_R2_001.fastq.gz	M2TX_190613_201_F01	biccn	U01_lein	lein	western_gorilla	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	b526e5afa423f039da2842f1cc00f7bc	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_gorilla					timd@alleninstitute.org	timdol.aibs	SM5zKIZ	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/raw	nemo:sqc-5gvbj4r	b526e5afa423f039da2842f1cc00f7bc
NW_TX0020-11_S01_L003_R2_001.fastq.gz	M2TX_190613_202_F01	biccn	U01_lein	lein	western_gorilla	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	b363af1aad5d384340a59fec90a6d6f8	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_gorilla					timd@alleninstitute.org	timdol.aibs	SM5zKIZ	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/raw	nemo:sqc-ohoir3a	b363af1aad5d384340a59fec90a6d6f8
NW_TX0020-12_S01_L003_R2_001.fastq.gz	M2TX_190613_202_G01	biccn	U01_lein	lein	western_gorilla	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	d33b81a7d5c72c2e7fc5310c97f505e6	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_gorilla					timd@alleninstitute.org	timdol.aibs	SM5zKIZ	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/raw	nemo:sqc-rx3d9gq	d33b81a7d5c72c2e7fc5310c97f505e6
NW_TX0021-9_S01_L003_R2_001.fastq.gz	M2TX_191008_201_C01	biccn	U01_lein	lein	western_gorilla	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	5538a847c340af106ab6d33da3741e08	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_gorilla					timd@alleninstitute.org	timdol.aibs	SM5zKIZ	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/raw	nemo:sqc-4d6zxab	5538a847c340af106ab6d33da3741e08
NW_TX0021-10_S01_L003_R2_001.fastq.gz	M2TX_191008_201_D01	biccn	U01_lein	lein	western_gorilla	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	45c8a9dd58ddbe5edef6c3cfdbddae55	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_gorilla					timd@alleninstitute.org	timdol.aibs	SM5zKIZ	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/raw	nemo:sqc-0vccgvp	45c8a9dd58ddbe5edef6c3cfdbddae55
NW_TX0021-11_S01_L003_R2_001.fastq.gz	M2TX_191008_201_E01	biccn	U01_lein	lein	western_gorilla	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	15f4f35f4f5ccb9b2b630d26a8da7889	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_gorilla					timd@alleninstitute.org	timdol.aibs	SM5zKIZ	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/raw	nemo:sqc-6i5eyyq	15f4f35f4f5ccb9b2b630d26a8da7889
NW_TX0021-12_S01_L003_R2_001.fastq.gz	M2TX_191011_201_F01	biccn	U01_lein	lein	western_gorilla	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	76b7a0f995b3e30eb198fa48e3cd5cce	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_gorilla					timd@alleninstitute.org	timdol.aibs	SM5zKIZ	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/raw	nemo:sqc-v4gobfm	76b7a0f995b3e30eb198fa48e3cd5cce
NW_TX0021-13_S01_L003_R2_001.fastq.gz	M2TX_191011_201_G01	biccn	U01_lein	lein	western_gorilla	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	d620dcb91714f61870d4761664c60fd4	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_gorilla					timd@alleninstitute.org	timdol.aibs	SM5zKIZ	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/raw	nemo:sqc-wnekcyv	d620dcb91714f61870d4761664c60fd4
NW_TX0021-14_S01_L003_R2_001.fastq.gz	M2TX_191011_201_H01	biccn	U01_lein	lein	western_gorilla	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	672916a6873edd64b9e563b7d4b52437	MTG					lein_great_ape_mtg_RNA_proj	lein_great_ape_MTG_10x_gorilla					timd@alleninstitute.org	timdol.aibs	SM5zKIZ	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/western_gorilla/raw	nemo:sqc-vn4vu05	672916a6873edd64b9e563b7d4b52437
